country,city,lat,lng
Morocco,Casablanca,33.5333,-7.5833
Morocco,Tangier,35.7767,-5.8039
Morocco,Fès,34.0433,-5.0033
Morocco,Marrakech,31.63,-8.0089
Morocco,Sale,34.0333,-6.8
Morocco,Oujda-Angad,34.6867,-1.9114
Morocco,Rabat,34.0209,-6.8416
Morocco,Agadir,30.4214,-9.5831
Morocco,Meknès,33.895,-5.5547
Morocco,Kenitra,34.25,-6.5833
Morocco,Tétouan,35.5667,-5.3667
Morocco,Safi,32.2833,-9.2333
Morocco,Taourirt,34.4169,-2.885
Morocco,Temara,33.9267,-6.9122
Morocco,Khénifra,32.9394,-5.6675
Morocco,El Jadid,33.2333,-8.5
Morocco,Laâyoune,27.15,-13.1989
Morocco,Ait Melloul,30.3342,-9.4972
Morocco,Béni Mellal,32.3394,-6.3608
Morocco,Bouskoura,33.4489,-7.6486
Morocco,Kouribga,32.8833,-6.9167
Morocco,Mohammedia,33.6833,-7.3833
Morocco,Settat,33.0,-7.6167
Morocco,Barrechid,33.2667,-7.5833
Morocco,Taza,34.2167,-4.0167
Morocco,Inezgane,30.3658,-9.5381
Morocco,Larache,35.1833,-6.15
Morocco,Guelmim,28.9833,-10.0667
Morocco,My Drarga,30.38,-9.48
Morocco,Ksar El Kebir,35.009,-5.9
Morocco,Skhirate,33.85,-7.03
Morocco,Beni Yakhlef,33.6555,-7.3221
Morocco,Sidi Yahya Zaer,33.7105,-6.8831
Morocco,Ben Guerir,32.0,14.0
Morocco,Ait Ali,30.1765,-9.4886
Morocco,Nador,35.1667,-2.9333
Morocco,El Kelaa des Srarhna,32.0481,-7.4083
Morocco,Ad Dakhla,23.7081,-15.9456
Morocco,Moulay Abdallah,33.1978,-8.5883
Morocco,Oulad Teïma,30.4,-9.2167
Morocco,Berkane,34.9167,-2.3167
Morocco,Ain El Aouda,33.8111,-6.7922
Morocco,Errachidia,31.9319,-4.4244
Morocco,Al Fqih Ben Çalah,32.5,-6.5333
Morocco,Ad Darwa,33.4167,-7.5333
Morocco,Martil,35.6167,-5.2667
Morocco,Sidi Slimane,34.2167,-5.7
Morocco,Oued Zem,32.8667,-6.5667
Morocco,Sa’ada,31.621,-8.1303
Morocco,Al Khmissat,33.8167,-6.0667
Morocco,Gueznaia,35.7066,-5.9088
Morocco,Wislane,30.225,-8.3801
Morocco,Guercif,34.2333,-3.3667
Morocco,Warzat,30.9167,-6.9167
Morocco,Fnidq,35.85,-5.35
Morocco,Sidi Qacem,34.2167,-5.7
Morocco,Sidi Bibi,30.2333,-9.5333
Morocco,M’diq,35.6858,-5.3253
Morocco,Youssoufia,32.25,-8.5333
Morocco,Midalt,32.68,-4.73
Morocco,Aïn Harrouda,33.6372,-7.4483
Morocco,Souq Sebt Oulad Nemma,32.2948,-6.7007
Morocco,Mehdya,34.2597,-6.65
Morocco,Ouezzane,34.8,-5.5833
Morocco,Taroudannt,30.471,-8.8806
Morocco,Semara,26.7394,-11.6703
Morocco,Essaouira,31.5131,-9.7697
Morocco,Tit Mellil,33.5533,-7.4822
Morocco,Sidi Bennour,32.65,-8.4333
Morocco,Douar Ain Chkef,33.9652,-5.288
Morocco,Sefrou,33.0,49.0
Morocco,Sidi Mohamed Lahmar,34.7167,-6.2667
Morocco,Temsia,30.36,-9.414
Morocco,Beni Enzar,35.2667,-2.9333
Morocco,Al Hoceïma,35.2472,-3.9322
Morocco,Tiflet,33.8931,-6.3069
Morocco,Douar Laouamra,31.8,-8.7167
Morocco,Qasbat Tadla,32.6,-6.2667
Morocco,Aziylal,31.9669,-6.5694
Morocco,Al Aaroui,34.9833,-3.0167
Morocco,Mrirt,33.1667,-5.5667
Morocco,Chefchaouene,35.1714,-5.2697
Morocco,Aourir,30.4833,-9.6333
Morocco,Tan-Tan,28.4333,-11.1
Morocco,Tineghir,31.5147,-5.5328
Morocco,Tinajdad,31.5,-5.0167
Morocco,Bouknadel,34.1333,-6.7333
Morocco,Douar Bni Malek,34.78,-5.6425
Morocco,Tiznit,29.7167,-9.7167
Morocco,Cabo Bojador,26.1333,-14.5
Morocco,Azemmour,33.2878,-8.3422
Morocco,Jerada,34.3117,-2.1636
Morocco,Azrou,33.4417,-5.2247
Morocco,El Aïoun,34.5852,-2.5056
Morocco,Tameslouht,31.5,-8.1
Morocco,Sidi Yahia El Gharb,34.3058,-6.3058
Morocco,Taounate,34.5358,-4.64
Morocco,Bahharet Oulad Ayyad,34.7702,-6.3047
Morocco,Chichaoua,31.5333,-8.7667
Morocco,Tabount,30.88,-6.91
Morocco,Benslimane,33.6167,-7.1167
Morocco,Bellaa,30.0314,-9.5542
Morocco,Zaïo,34.9333,-2.7333
Morocco,Zoumi,34.8,-5.35
Morocco,Aguelmous,33.15,-5.8333
Morocco,Zawyat an Nwaçer,33.3611,-7.6114
Morocco,Asilah,35.4667,-6.0333
Morocco,Douar Oulad Hssine,33.068,-8.5107
Morocco,Imzouren,35.15,-3.85
Morocco,Dabouziya,33.3064,-8.3548
Morocco,Demnat,31.7311,-7.0361
Morocco,Ben Ahmed,33.0655,-7.2464
Morocco,Oulad Hammou,33.2499,-8.3346
Morocco,Boujad,32.7667,-6.4
Morocco,Ksebia,34.2933,-6.1594
Morocco,Dar Bel Hamri,34.1889,-5.9697
Morocco,Sidi Smai’il,32.8167,-8.5
Morocco,Mechraa Bel Ksiri,34.56,-5.95
Morocco,Zeghanghane,35.15,-3.0
Morocco,Oulad Barhil,30.6408,-8.475
Morocco,Al ’Attawia,31.8347,-7.3125
Morocco,Bir Jdid,33.3737,-8.0002
Morocco,Dar Ould Zidouh,32.3167,-6.9
Morocco,Bou Arfa,32.5309,-1.965
Morocco,Oulad Zemam,32.35,-6.6333
Morocco,Taza,35.0639,-5.2025
Morocco,Selouane,35.0667,-2.9333
Morocco,Fritissa,33.6167,-3.55
Morocco,Sidi Allal el Bahraoui,33.983,-6.417
Morocco,Arfoud,31.4361,-4.2328
Morocco,Sabaa Aiyoun,33.9,-5.3667
Morocco,Aïn Cheggag,33.8833,-5.0333
Morocco,Missour,33.05,-3.9833
Morocco,Douar Olad. Salem,32.8739,-8.8588
Morocco,Oulad Hassoune,31.6503,-7.8361
Morocco,Hairel Nhai,35.6108,-5.9186
Morocco,Sidi Lmokhtar,31.57,-9.01
Morocco,Lamzoudia,31.5833,-8.4833
Morocco,Ourika Wawrmas,30.7167,-6.5333
Morocco,Douar Oulad Aj-jabri,32.2567,-6.7839
Morocco,Echemmaia Est,32.0786,-8.6325
Morocco,Ouaoula,31.8667,-6.75
Morocco,Khenichet-sur Ouerrha,34.4333,-5.6667
Morocco,Zagora,30.3306,-5.8381
Morocco,Rich,32.2583,-4.5056
Morocco,Sidi Abdel Aziz,33.0494,-8.6886
Morocco,Oulad Yaïch,32.4167,-6.3333
Morocco,Arbaoua,34.9,-5.9167
Morocco,Oulad Said,32.632,-8.8456
Morocco,Zawyat ech Cheïkh,32.6414,-5.9206
Morocco,Imi-n-Tanout,31.16,-8.85
Morocco,Bourdoud,34.5922,-4.5492
Morocco,Boureït,34.9833,-4.9167
Morocco,Ain Aicha,34.4833,-4.7
Morocco,Sebt Gzoula,32.1167,-9.0833
Morocco,Douar Ouled Ayad,32.2,-6.7975
Morocco,Douar ’Ayn Dfali,34.599,-5.5488
Morocco,Mograne,34.4167,-6.4333
Morocco,Tamorot,34.9333,-4.7833
Morocco,Foum el Anser,32.3718,-6.2613
Morocco,Souk Tlet El Gharb,34.6211,-6.1336
Morocco,Setti Fatma,31.2256,-7.6758
Morocco,Skoura,31.0606,-6.5556
Morocco,Mnasra,34.3603,-6.5508
Morocco,Oulad Salmane,34.3356,-6.4604
Morocco,Zegzel,34.8407,-2.3543
Morocco,Ayt Mohamed,32.5667,-6.9833
Morocco,El Hajeb,33.6928,-5.3711
Morocco,Douar Imoukkane,35.0298,-4.8125
Morocco,El Ghiate,32.0331,-9.1625
Morocco,Tnine Lgharbia,32.5719,-8.8568
Morocco,Ain Dfali,34.5984,-5.5473
Morocco,Douar Azla,35.5564,-5.2453
Morocco,Ait Bouziyane,33.8167,-5.2749
Morocco,Sidi Ifni,29.3833,-10.1667
Morocco,Haddada,34.2236,-6.5111
Morocco,Arbi’a Tighadwiyn,31.4279,-7.5253
Morocco,Sidi Allal Tazi,34.5197,-6.3236
Morocco,Had Oulad Issa,32.9519,-8.6982
Morocco,Boumia,32.7228,-5.1053
Morocco,Oulad Embarek,32.2833,-6.4667
Morocco,Chouafa,34.7667,-6.05
Morocco,Bouznika,33.7897,-7.1575
Morocco,Tighedouine,31.4236,-7.5208
Morocco,Ait Ben Daoudi,31.6345,-7.644
Morocco,Safsaf,34.5581,-6.0078
Morocco,Alnif,31.1167,-5.1667
Morocco,Karia Ba Mohamed,34.3667,-5.2
Morocco,Saka,34.6167,-3.4167
Morocco,Sidi Abdelkader,33.0494,-8.6886
Morocco,Sidi Rahal,33.7897,-7.1575
Morocco,Tamallalt,31.8289,-7.5261
Morocco,Reçani,31.2859,-4.2751
Morocco,El Gara,33.1119,-7.4058
Morocco,Sidi Jaber,32.3833,-6.4167
Morocco,Sidi Chiker,31.7453,-8.7069
Morocco,Tidili Masfiywat,31.4667,-7.6167
Morocco,Afourar,32.2167,-6.5
Morocco,Douar Lamrabih,34.8167,-5.8167
Morocco,Oulad Fraj,32.9667,-8.2333
Morocco,Tahla,34.05,-4.42
Morocco,Tarhzirt,32.4333,-6.1833
Morocco,Aït Bouchta,35.0986,-3.8397
Morocco,Sidi Taibi,34.1917,-6.6845
Morocco,El Ksiba,32.5681,-6.0308
Morocco,Bni Frassen,34.3833,-4.3833
Morocco,Lalla Mimouna,34.85,-6.0669
Morocco,Tamri,30.695,-9.825
Morocco,Jnane Bouih,32.0308,-8.7894
Morocco,Imi n’Oulaoun,31.4224,-6.5641
Morocco,Nzalat Laadam,32.1,-7.95
Morocco,Ait Bousarane,31.7318,-7.0876
Morocco,Al Brouj,32.505,-7.1927
Morocco,Jdour,32.1269,-8.7633
Morocco,Douar Ait Sidi Daoud,31.6347,-7.6444
Morocco,Tamgrout,30.2667,-5.6667
Morocco,Laaouama,35.7167,-5.8
Morocco,’Ali Ben Sliman,31.91,-7.21
Morocco,Mahbés,27.416,-9.051
Morocco,Station des Essais M.V.A.,34.9352,-2.4306
Morocco,Laatatra,32.6315,-8.4148
Morocco,Sidi Yakoub,31.6667,-7.0667
Morocco,Moul El Bergui,32.5113,-8.9849
Morocco,Malloussa,35.7333,-5.6333
Morocco,Talsint,32.5398,-3.4408
Morocco,Aït Majdane,31.8514,-6.9658
Morocco,Bni Bouayach,35.1051,-3.8403
Morocco,Sahel,34.9667,-4.55
Morocco,Had Zraqtane,31.45,-7.4
Morocco,Aït Tamlil,31.48,-6.94
Morocco,Bou Izakarn,29.1667,-9.7333
Morocco,Lamrasla,32.0247,-8.9153
Morocco,Lqoliaa,30.2908,-9.4661
Morocco,Sidi Redouane,34.6833,-5.45
Morocco,Zaouïa Aït Ishak,32.76,-5.7233
Morocco,Qal’at Mgouna,31.2414,-6.1283
Morocco,Oulmes,33.445,-6.0011
Morocco,Douar Oulad Mbarek,34.2833,-4.3167
Morocco,Bni Tajjit,32.2833,-3.4833
Morocco,Dar Chaifat,32.55,-7.5
Morocco,Milla’ab,31.4737,-4.7424
Morocco,Chouafaa,34.7624,-6.045
Morocco,Sidi Zouine,31.6706,-8.3508
Morocco,Ksar Sghir,35.8419,-5.5586
Morocco,Ait Yaazem,33.7333,-5.5833
Morocco,Douar Lamjaara,34.6147,-5.2887
Morocco,Bou Fekrane,33.7667,-5.4833
Morocco,Zirara,32.35,-8.5333
Morocco,Ketama,34.9158,-4.5686
Morocco,Douar Bni Ansar,35.1586,-4.9128
Morocco,Sidi Ettiji,32.1717,-8.8686
Morocco,Anazzou,31.6753,-7.2672
Morocco,Bni Rzine,35.0108,-4.7262
Morocco,Sidi Lamine,32.9,-6.05
Morocco,Aït Youssef Ou Ali,31.9833,-5.7833
Morocco,Oulad Amrane,32.2833,-9.2333
Morocco,Tagalft,32.2389,-6.1238
Morocco,Ghouazi,34.4667,-5.3
Morocco,Tabant,31.6581,-6.42
Morocco,Oued Jdida,33.9333,-5.3667
Morocco,Sebt Aït Saghiouchen,34.0122,-4.5536
Morocco,Bouarouss,34.3667,-4.8167
Morocco,Aç-çahrij,31.8,-7.14
Morocco,Ahfir,34.9514,-2.1025
Morocco,Asni,31.25,-7.9833
Morocco,Beni Zouli,30.4839,-5.8619
Morocco,Aït Faska,31.5058,-7.7161
Morocco,Moulay Bousselham,34.8786,-6.2933
Morocco,Knemis Dades,31.309,-6.028
Morocco,Aghbal,34.9394,-2.1272
Morocco,Aïn Taoujdat,33.9333,-5.2167
Morocco,Sidi Azzouz,31.76,-7.66
Morocco,Zemrane,31.67,-7.44
Morocco,Caidat Sidi Boubker El Haj,34.9148,-6.0735
Morocco,Gourrama,32.3333,-4.0833
Morocco,Ras el Oued,34.15,-4.0
Morocco,Jbabra,34.4314,-4.9642
Morocco,Oulad Alioua,30.3761,-9.3203
Morocco,Mellila,33.3833,-7.1333
Morocco,Ihaddadene,31.2,-9.65
Morocco,Driouch,34.9833,-3.3833
Morocco,Tarhzout n’Aït Yazza,31.4567,-5.4192
Morocco,Sebt Bni Smith,35.1373,-4.7107
Morocco,Skhour Rehamna,32.4833,-7.9167
Morocco,Sabbah,33.8036,-7.0372
Morocco,’Ayn Bni Mathar,34.0889,-2.0247
Morocco,Al Hammam,33.1868,-5.6225
Morocco,Midar,34.95,-3.5333
Morocco,Awlouz,30.7,-8.15
Morocco,Souk Et-Tleta des Oulad Hamdane,33.1047,-8.2495
Morocco,Galaz,34.55,-4.8
Morocco,Douar El Arbaa Bou Quorra,34.749,-5.1982
Morocco,Tagounite,29.9585,-5.9151
Morocco,Aïn Mediouna,34.5,-4.55
Morocco,Mqam at Tolba,33.9375,-6.2544
Morocco,Ben Taieb,35.0837,-3.4696
Morocco,’Tlat Bni Oukil,32.577,-6.84
Morocco,Ratba,34.7833,-4.9333
Morocco,Ain Kansara,34.15,-4.8314
Morocco,Ezzhiliga,33.3,-6.5333
Morocco,Boula’wane,32.8607,-8.053
Morocco,Bou Djeniba,32.9,-6.7833
Morocco,Oulad Driss,31.9996,-8.2276
Morocco,Mediouna,33.45,-7.51
Morocco,Esbiaat,32.2044,-8.5608
Morocco,Madagh,35.0133,-2.3397
Morocco,Targuist,34.95,-4.3
Morocco,Goulmima,31.6944,-4.9592
Morocco,Ayt ’Attou ou L’Arbi,31.5456,-8.2967
Morocco,Masmouda,34.7862,-5.7078
Morocco,Oulad Bou Rahmoun,32.2954,-6.6668
Morocco,Al Qbab,32.7333,-5.5167
Morocco,Douar Oulad Driss,31.9039,-8.3024
Morocco,Zayda,32.8167,-4.95
Morocco,Sidi Azzouz,31.7667,-7.6667
Morocco,Iheddadene,35.15,-2.9667
Morocco,Tendrara,33.05,-2.0
Morocco,Douar Hammadi,31.609,-8.4604
Morocco,Khat Azakane,32.2226,-9.1343
Morocco,Khmis Sidi al ’Aydi,33.1228,-7.6219
Morocco,Tazert,31.6597,-7.4092
Morocco,Douar Lehgagcha,32.55,-8.7167
Morocco,Bni Darkoul,35.0563,-5.0688
Morocco,Biougra,30.2144,-9.3708
Morocco,Toulal,32.3036,-3.9861
Morocco,Iygli,29.5001,-9.0501
Morocco,Arbaa Laaounate,32.7446,-8.1942
Morocco,El Kansera,34.0419,-5.9272
Morocco,Bouchabel,34.3833,-5.0167
Morocco,Sidi Abdelkarim,33.1869,-7.2333
Morocco,Bhalil,33.85,4.8667
Morocco,Ighrem n’Ougdal,31.2333,-7.4333
Morocco,Tazzarine,30.7722,-5.5458
Morocco,L’Oulja,34.2894,-4.9481
Morocco,Ikniwn,31.1736,-5.6733
Morocco,Douar Tabouda,34.7167,-5.1333
Morocco,Ait Lhaj All,33.7622,-5.335
Morocco,Bezou,32.0833,-7.05
Morocco,Douar Souk L‘qolla,35.0718,-5.5702
Morocco,Oulad Tayeb,33.9598,-4.9954
Morocco,Bni Quolla,34.738,-5.5441
Morocco,Mensora,34.8356,-4.9655
Morocco,Tounfit,32.4667,-5.2333
Morocco,Boudenib,31.9497,-3.6078
Morocco,Oulad Ouchchih,35.0939,-5.9454
Morocco,Wawizaght,32.1586,-6.355
Morocco,Aghbala,32.4833,-5.6333
Morocco,Douar Oulad Nader,32.3278,-6.5006
Morocco,Ounagha,31.5333,-9.55
Morocco,Ras El Oued,34.339,-4.5558
Morocco,Ourtzagh,34.55,-4.9333
Morocco,Sebt Labrikiyne,32.2944,-8.0722
Morocco,Tafrant,34.625,-5.1242
Morocco,Douar Sidi Laaroussi,31.845,-9.1586
Morocco,Jaidte Lbatma,31.6806,-7.7281
Morocco,Oulad Chikh,32.8544,-7.5386
Morocco,Sidi Moussa Ben Ali,33.5594,-7.3817
Morocco,Aïn Jemaa,34.0333,-5.8
Morocco,Aït I’yach,32.6667,-4.9556
Morocco,Sidi Kasem,35.5339,-5.2183
Morocco,Gharbia,35.5153,-5.9306
Morocco,Douar Oulad Youssef,32.4807,-6.3769
Morocco,Nkheila,32.9572,-7.0731
Morocco,Ouaouzgane,35.0167,-4.5167
Morocco,Ksar Lmajaz,35.8428,-5.5586
Morocco,Douar Toulal,33.8951,-5.6021
Morocco,Ahermoumou,33.83,-4.4
Morocco,Tamsaout,29.5333,-8.85
Morocco,Souakene,35.1167,-5.95
Morocco,Zaouiat Moulay Bouchta El Khammar,34.4833,-5.1167
Morocco,Tata,29.7428,-7.9725
Morocco,Tizi Nisly,32.4667,-5.7667
Morocco,Reggada,29.5205,-9.6664
Morocco,Timezgana,34.5833,-4.7333
Morocco,Sidi Bou Othmane,31.9033,-7.9422
Morocco,Talwat,31.2883,-7.2372
Morocco,Boumalne,31.4236,-6.0722
Morocco,Tizgane,35.4136,-5.0696
Morocco,Temsamane,35.1167,-3.6333
Morocco,Guisser,32.7667,-7.5
Morocco,El Aargub,23.6111,-15.8583
Morocco,Ait Ourir,31.5644,-7.6628
Morocco,Oulad Hamdane,32.3333,-6.3667
Morocco,Tahannawt,31.3514,-7.9508
Morocco,Oulad Fares,35.5167,-5.9333
Morocco,Douar Ras el Ksar,33.9819,-3.7494
Morocco,Bni Khloug,32.65,-7.3833
Morocco,Oulad Hamdane,35.2167,-5.9667
Morocco,Tirhassaline,32.7833,-5.65
Morocco,Amizmiz,31.2167,-8.25
Morocco,Laamarna,31.8944,-8.9842
Morocco,Zemamra,32.6215,-8.7023
Morocco,Oulad Amrane el Mekki,35.2223,-5.9555
Morocco,Jamaat Shaim,32.3486,-8.8431
Morocco,Aj Jourf,31.4903,-4.4014
Morocco,Tiddas,33.5665,-6.2659
Morocco,Toualet,32.7333,-7.1833
Morocco,Kissane Ltouqi,34.6,-5.0833
Morocco,Zaouiet Says,32.7931,-8.6506
Morocco,Oued Laou,35.45,-5.0833
Morocco,Teroual,34.6667,-5.2667
Morocco,Matmata,34.1,-4.55
Morocco,Tamanar,31.0,-9.6667
Morocco,Tilougguit,32.0333,-6.2
Morocco,Douar Oulad Naoual,34.4936,-5.7108
Morocco,Timahdit,33.2369,-5.06
Morocco,Bou Adel,34.5428,-4.5075
Morocco,Imouzzer Kandar,33.73,-5.01
Morocco,Dzouz,31.89,-7.32
Morocco,Sidi Amer El Hadi,34.7992,-5.8394
Morocco,Asjen,34.85,-5.6167
Morocco,Steha,35.3646,-4.9306
Morocco,Ahlaf,33.2833,-7.2
Morocco,Mayate,32.2667,-7.5167
Morocco,Oulad Friha,32.6108,-7.625
Morocco,Touama,31.5339,-7.4872
Morocco,El Menzel,33.8389,-4.5458
Morocco,Douar Trougout,35.18,-3.77
Morocco,Sebt Bni Garfett,35.25,-5.8333
Morocco,Jem’at Oulad ’Abbou,33.1156,-7.9333
Morocco,Lafrayta,31.9167,-7.25
Morocco,Commune Sidi Youssef Ben Ahmed,33.7861,-4.8152
Morocco,Derdara,35.1103,-5.2872
Morocco,Zawyat Ahançal,31.8325,-6.1056
Morocco,Oulad Rahmoun,32.3278,-6.5006
Morocco,Kariat Ben Aouda,34.7667,-5.95
Morocco,Tamazouzt,31.3833,-8.3833
Morocco,Ifrane,33.5333,-5.1167
Morocco,Agdz,30.6978,-6.4497
Morocco,Douar Ain Maatouf,34.4352,-4.5566
Morocco,Iazizatene,35.2544,-3.115
Morocco,Amdel,31.5617,-8.8944
Morocco,Aït Hani,31.7483,-5.5735
Morocco,Ar Rommani,33.5333,-6.6167
Morocco,Souq Sebt Says,32.7773,-8.6433
Morocco,Farkhâna,35.2833,-3.0167
Morocco,Tamezmout,30.8075,-6.1142
Morocco,Oued Amlil,34.2,-4.2833
Morocco,Tifni,31.6281,-6.9444
Morocco,Oulad Hammou,33.1156,-7.9333
Morocco,Tanant,31.8667,-6.95
Morocco,Douar El Mellaliyine,35.6264,-5.3414
Morocco,El Ghourdane,32.3205,-8.7637
Morocco,Laghzawna,33.189,-7.684
Morocco,Al M’aziz,33.6667,-6.3167
Morocco,El Arba Des Bir Lenni,34.3272,-4.2039
Morocco,Oulad Daoud,34.4303,-4.7728
Morocco,Jaqma,33.292,-7.44
Morocco,Kenafif,30.4167,-9.0333
Morocco,Sebt Ait Ikkou,33.6686,-6.1372
Morocco,Gammasa,31.4182,-8.3784
Morocco,Aghbalou n’Kerdous,31.6767,-5.2976
Morocco,Lamhadi,32.3,-9.0167
Morocco,Tnine Sidi Lyamani,35.37,-5.97
Morocco,Ain Legdah,34.1667,-4.5
Morocco,Al Fayd,30.6167,-8.2167
Morocco,Saidia,35.085,-2.2392
Morocco,Itzer,32.8833,-5.05
Morocco,Laqraqra,32.4333,-7.4333
Morocco,Abadou,31.5797,-7.3122
Morocco,Figuig,32.1167,-1.2269
Morocco,Lamsabih,32.2933,-8.6889
Morocco,Sidi Boushab,30.074,-9.279
Morocco,Bouderbala,33.8123,-5.2871
Morocco,El Khemis des Beni Chegdal,32.4441,-6.9551
Morocco,Taïneste,34.5573,-4.136
Morocco,Douar Echbanat,34.214,-5.3508
Morocco,Ain Beida,31.585,-8.608
Morocco,Imi Mokorn,30.1675,-9.2322
Morocco,Douar Jwalla,31.89,-7.44
Morocco,Sidi Rahhal,31.6667,-7.4833
Morocco,Tawnza,32.0944,-6.6025
Morocco,Douar Mzoura,34.3167,-5.9333
Morocco,Souk et Tnine Jorf el Mellah,34.4833,-5.5169
Morocco,Toundout,31.2667,-6.5833
Morocco,Msila,35.2,-5.5667
Morocco,Aïn Zohra,34.1,-6.35
Morocco,Ben Qarrich,35.5114,-5.4264
Morocco,Bou Zemou,32.1114,-5.5197
Morocco,Douar Bouchfaa,34.1014,-4.2939
Morocco,Jafra,31.5145,-8.7555
Morocco,Sidi Ouassay,30.05,-9.6833
Morocco,Jouamaa,35.65,-5.6833
Morocco,Moulay Driss Zerhoun,34.0542,-5.5272
Morocco,Bou’nane,32.0275,-3.04
Morocco,Agourai,33.6333,-5.5833
Morocco,Sidi Abdellah Ben Taazizt,34.0019,-5.3695
Morocco,Tourza,29.4778,-10.0158
Morocco,Takad Sahel,30.25,-9.55
Morocco,Outat Oulad Al Haj,33.3333,-3.6833
Morocco,Oulad Slim,32.7775,-7.7725
Morocco,Mirleft,29.6081,-9.9698
Morocco,Bouabout,31.2667,-9.1833
Morocco,Ech Chaïbat,31.6,-7.85
Morocco,Oulad ’Azzouz,32.703,-6.766
Morocco,Imlil,31.7567,-7.0106
Morocco,Sidi Ahmed El Khadir,32.5167,-7.3833
Morocco,Hetane,32.8403,-6.8025
Morocco,Aghbalou Aqourar,33.9341,-4.7381
Morocco,Sidi Bousber,34.5667,-5.3667
Morocco,Ameskroud,30.5308,-9.3283
Morocco,Sidi El Hattab,32.2667,-7.2833
Morocco,Boujediane,35.1114,-5.7823
Morocco,Douar Lehouifrat,32.28,-8.31
Morocco,Oulad Amor,32.0775,-7.6122
Morocco,Dar Si Aissa,32.4199,-8.908
Morocco,Kourimat,31.45,-9.3167
Morocco,Oulad Chbana,33.05,-7.3833
Morocco,Gaada,35.1594,-2.9892
Morocco,Zawyat Sidi al Mekki,33.212,-7.717
Morocco,Berkine,33.7665,-3.8438
Morocco,Sidi Abdallah,32.5783,-7.8108
Morocco,Tissaf,33.4,-3.5833
Morocco,Had Dra,31.5833,-9.5333
Morocco,Sgamna,32.7342,-7.2025
Morocco,Mokrisset,34.91,-5.3536
Morocco,Kasba Tanora,32.4751,-6.1498
Morocco,Ait Touil,33.7842,-6.1281
Morocco,Foum Jam’a,31.96,-6.98
Morocco,Douar Oulad Bouziane,34.2325,-5.0444
Morocco,Taouloukoult,31.2167,-9.0833
Morocco,Taouz,30.9069,-3.9958
Morocco,Tiztoutine,34.9833,-3.15
Morocco,Laanoussar,33.6833,-4.8167
Morocco,Oulad Imloul,32.0333,-7.7167
Morocco,Tleta Taghramt,35.7877,-5.4677
Morocco,La’tamna,31.91,-7.34
Morocco,Zawyat Sidi Ben Hamdoun,33.045,-7.929
Morocco,Douar Oulad Sidi Moussa,32.2726,-7.1987
Morocco,Lahfayr,30.57,-8.4878
Morocco,Douar Ezzerarda,34.7667,-5.8333
Morocco,Sidi Bounaga,30.7106,-8.34
Morocco,Zaggota,34.1667,-5.5333
Morocco,Had Laaounate,32.6128,-8.2256
Morocco,Taghbalt,30.62,-5.35
Morocco,Oulad Khallouf,31.79,-7.07
Morocco,Imilchil,32.155,-5.6347
Morocco,Mwaline al Oued,33.4467,-7.3283
Morocco,Tilmi,31.8189,-5.7718
Morocco,Jemaat Oulad Mhamed,33.0938,-7.0519
Morocco,Tarhjicht,29.0564,-9.4281
Morocco,Tadla,32.4409,-8.3708
Morocco,Aïn el Mediour,30.4,-8.8833
Morocco,’Aïn Leuh,33.2833,-5.3833
Morocco,Sidi Dahbi,33.05,-7.1833
Morocco,Beni Oulid,34.5897,-4.4514
Morocco,Bir Tam Tam,33.9833,-4.6333
Morocco,Bounaamane,29.5283,-9.8044
Morocco,Bni Sidel,35.1392,-3.1281
Morocco,Douar Ait Taleb,32.3839,-8.1856
Morocco,Awfouss,31.6833,-4.1667
Morocco,Smimou,31.2167,-9.7
Morocco,Lambarkiyine,33.2,-7.5
Morocco,Aït Ouaoumana,32.7128,-5.8042
Morocco,Aït Hadi,31.3942,-8.7725
Morocco,Arbaa Sahel,29.5993,-9.877
Morocco,Tissint,29.9006,-7.3203
Morocco,Brikcha,34.9667,-5.5833
Morocco,Mtal,32.4908,-8.3781
Morocco,Oulad Saïd,32.9676,-7.8133
Morocco,Ait Rami,29.9608,-9.4234
Morocco,Aïn Zora,34.66,-3.53
Morocco,Zawiat Moulay Brahim,31.2858,-7.9656
Morocco,Msemrir,31.7028,-5.8125
Morocco,Arbaa Ayacha,35.383,-5.8333
Morocco,Lehrhi,32.4167,-6.3167
Morocco,Aït Tagalla,31.9167,-6.7167
Morocco,Foum Zguid,30.0833,-6.8667
Morocco,Tatoufet,35.0339,-5.7706
Morocco,Ajdir,34.7443,-3.9735
Morocco,Aklim,34.9167,-2.4333
Morocco,El Amim,32.2067,-7.2629
Morocco,Za’roura,35.2167,-5.6667
Morocco,Oulad Khallouf,34.71,-2.58
Morocco,Douar Sidi Msour,32.2725,-7.1986
Morocco,Amtar,35.2385,-4.7943
Morocco,Outa Bouabane,34.2606,-4.4139
Morocco,Tizoual,31.0244,-7.8186
Morocco,Dar El Kebdani,35.1203,-3.3322
Morocco,Bouhlou,34.1333,-4.4
Morocco,Tifariti,26.158,-10.567
Morocco,Bir Anzarane,23.8918,-14.5364
Morocco,Uad Damran,27.4181,-12.9842
Morocco,Lemsid,26.5482,-13.8482
